,gene,score,logFC,pval,pval_adj,cluster
23050,ACOT13,-0.6502921,,0.5155035784358256,1.0,4
23051,MTURN,-0.6502921,,0.5155035784358256,1.0,4
23052,HSD17B1,-0.6510803,,0.5149946507838221,1.0,4
23053,ELK4,-0.6522626,,0.5142317489553732,1.0,4
23054,ZNF626,-0.6526568,,0.5139775790100323,1.0,4
23055,CD200R1,-0.6526568,,0.5139775790100323,1.0,4
23056,AC132872.4,-0.6526568,,0.5139775790100323,1.0,4
23057,MAP7,-0.6526568,,0.5139775790100323,1.0,4
23058,LINC02073,-0.6526568,,0.5139775790100323,1.0,4
23059,SFMBT1,-0.6542332,,0.5129615531538196,1.0,4
23060,AC005343.1,-0.6550215,,0.5124539328972195,1.0,4
23061,MIEF1,-0.6554156,,0.5122002210157168,1.0,4
23062,AL050341.2,-0.6562038,,0.5116929938587562,1.0,4
23063,BDH2,-0.65640086,,0.5115662280454814,1.0,4
23064,LINC01482,-0.6589626,,0.5099197655260694,1.0,4
23065,TM2D2,-0.6597509,,0.5094137200870531,1.0,4
23066,AC097448.1,-0.65994793,,0.5092872498288137,1.0,4
23067,RABGGTA,-0.6609332,,0.508655145285322,1.0,4
23068,ZBTB34,-0.6615244,,0.5082760800570061,1.0,4
23069,AL645728.1,-0.6632979,,0.5071397739565286,1.0,4
23070,TRIM5,-0.66369206,,0.5068874428426716,1.0,4
23071,CNST,-0.66645086,,0.5051229741058167,1.0,4
23072,TNNI2,-0.66684496,,0.5048711715568762,1.0,4
23073,ANGPT1,-0.66684496,,0.5048711715568762,1.0,4
23074,ID1,-0.66881555,,0.5036131517759677,1.0,4
23075,LIMK2,-0.6698008,,0.5029847630627282,1.0,4
23076,LEMD2,-0.67039204,,0.5026079288056726,1.0,4
23077,LINC02245,-0.6705891,,0.5024823505646036,1.0,4
23078,MAN1B1-DT,-0.67078614,,0.5023567889169843,1.0,4
23079,PMAIP1,-0.6721655,,0.5014783222253707,1.0,4
23080,ANKFY1,-0.67472726,,0.4998490447081687,1.0,4
23081,FARP2,-0.67590964,,0.49909801913416074,1.0,4
23082,KANSL2,-0.6774861,,0.4980975850571797,1.0,4
23083,PRR7-AS1,-0.6778802,,0.4978476433489575,1.0,4
23084,HMGCS1,-0.67906255,,0.4970982189067449,1.0,4
23085,ST7L,-0.67965376,,0.49672373219906807,1.0,4
23086,HBEGF,-0.68103313,,0.49585051503275734,1.0,4
23087,PES1P2,-0.68103313,,0.49585051503275734,1.0,4
23088,APC,-0.68103313,,0.49585051503275734,1.0,4
23089,KLHL22,-0.6826096,,0.4948535566099558,1.0,4
23090,AL354696.2,-0.6826096,,0.4948535566099558,1.0,4
23091,ASAP1-IT2,-0.6845802,,0.4936088666021742,1.0,4
23092,GZMH,-0.6849743,,0.49336012987622324,1.0,4
23093,IQCE,-0.6869449,,0.4921174537530222,1.0,4
23094,AC016687.2,-0.687339,,0.49186912017276885,1.0,4
23095,CYB5R2,-0.6893096,,0.4906284616132517,1.0,4
23096,RRP15,-0.6916743,,0.48914189456641677,1.0,4
23097,TMEM94,-0.69285667,,0.48839952181334934,1.0,4
23098,AC141586.1,-0.6930537,,0.48827585210814695,1.0,4
23099,STARD4,-0.6932508,,0.4881521992915998,1.0,4
23100,LINC00402,-0.69522136,,0.4869166005501808,1.0,4
23101,PTTG1,-0.69522136,,0.4869166005501808,1.0,4
23102,FCER1A,-0.69522136,,0.4869166005501808,1.0,4
23103,NIPAL2,-0.6954184,,0.4867931336731267,1.0,4
23104,CASC19,-0.6960096,,0.4864228345627556,1.0,4
23105,AC090398.2,-0.70192134,,0.48272823273156273,1.0,4
23106,USP1,-0.7038919,,0.48150009539613214,1.0,4
23107,AP1G1,-0.70428604,,0.4812546721328391,1.0,4
23108,ZNF592,-0.70428604,,0.4812546721328391,1.0,4
23109,THAP2,-0.7056654,,0.48039622722588937,1.0,4
23110,SLC25A46,-0.7062566,,0.4800285778925987,1.0,4
23111,SLC7A14,-0.70743895,,0.4792937396981187,1.0,4
23112,DHTKD1,-0.70783305,,0.47904893013928607,1.0,4
23113,HAPLN3,-0.7092125,,0.4781926345494132,1.0,4
23114,RAD52,-0.70980364,,0.477825906993779,1.0,4
23115,LINC00665,-0.71019775,,0.4775815074267429,1.0,4
23116,SLC38A6,-0.7111831,,0.4769708077915592,1.0,4
23117,ABCB8,-0.71177423,,0.4766045933265486,1.0,4
23118,CLSPN,-0.71177423,,0.4766045933265486,1.0,4
23119,PDLIM7,-0.71256244,,0.4761165470397549,1.0,4
23120,IGHA1,-0.7137448,,0.47538499148413194,1.0,4
23121,RNF139-AS1,-0.71492714,,0.4746540530245472,1.0,4
23122,AC003102.1,-0.7157154,,0.47416710379649285,1.0,4
23123,LRRC37A,-0.7184742,,0.4724649452153524,1.0,4
23124,TRIM25,-0.7188683,,0.4722220547062086,1.0,4
23125,FUOM,-0.7192624,,0.4719792330025214,1.0,4
23126,REPS2,-0.71985364,,0.47161512949705997,1.0,4
23127,PDP1,-0.71985364,,0.47161512949705997,1.0,4
23128,TMEM191C,-0.72024775,,0.47137247988664754,1.0,4
23129,AC234031.1,-0.72340065,,0.4694337638096513,1.0,4
23130,SLC2A3,-0.7235977,,0.46931274061266726,1.0,4
23131,MARCH3,-0.7235977,,0.46931274061266726,1.0,4
23132,DNAJB2,-0.7255683,,0.4681034580680087,1.0,4
23133,FAM76A,-0.72576535,,0.46798262480513064,1.0,4
23134,PHLDB3,-0.72635657,,0.46762022870596154,1.0,4
23135,GPR174,-0.7283271,,0.4664133656829289,1.0,4
23136,MYEF2,-0.72911537,,0.465931104997361,1.0,4
23137,RPP25L,-0.72911537,,0.465931104997361,1.0,4
23138,RAB3B,-0.7299036,,0.46544912139346384,1.0,4
23139,RNF214,-0.7302977,,0.4652082335409372,1.0,4
23140,FLOT1,-0.7326624,,0.46376436281673517,1.0,4
23141,MYO1C,-0.7326624,,0.46376436281673517,1.0,4
23142,MRPL35,-0.7330565,,0.4635239605900633,1.0,4
23143,CYTOR,-0.7336477,,0.4631634874638464,1.0,4
23144,HAL,-0.73620945,,0.4616032442243293,1.0,4
23145,STAP2,-0.73778594,,0.46064455545644667,1.0,4
23146,PPP1R14A,-0.73778594,,0.46064455545644667,1.0,4
23147,HES4,-0.73778594,,0.46064455545644667,1.0,4
23148,TCEA3,-0.73778594,,0.46064455545644667,1.0,4
23149,PTGS1,-0.73778594,,0.46064455545644667,1.0,4
23150,TMEM41B,-0.7387712,,0.4600459408123613,1.0,4
23151,MED11,-0.74054474,,0.45896953228099435,1.0,4
23152,POLI,-0.74093884,,0.45873052219286214,1.0,4
23153,WDR18,-0.74409175,,0.4568209551357879,1.0,4
23154,PBX1,-0.7454712,,0.455986926140884,1.0,4
23155,MINDY3,-0.74823,,0.4543214404482001,1.0,4
23156,AKAP11,-0.7492153,,0.45372745615514076,1.0,4
23157,MTA3,-0.75158,,0.4523036826550372,1.0,4
23158,TSEN15,-0.7519741,,0.4520666327722921,1.0,4
23159,PMEPA1,-0.7519741,,0.4520666327722921,1.0,4
23160,OLFM1,-0.7519741,,0.4520666327722921,1.0,4
23161,OSBPL5,-0.7529594,,0.4514743154133235,1.0,4
23162,NEDD9,-0.7539447,,0.4508824373222019,1.0,4
23163,DXO,-0.7543388,,0.4506458091364277,1.0,4
23164,CLN8,-0.7563094,,0.4494637236005973,1.0,4
23165,LRRN3,-0.75690055,,0.4491094411347626,1.0,4
23166,FLAD1,-0.7590682,,0.4478117618141345,1.0,4
23167,FGF13,-0.7600535,,0.44722261268788177,1.0,4
23168,INF2,-0.7614329,,0.44639854490089625,1.0,4
23169,SLC22A15,-0.76222116,,0.4459280373861273,1.0,4
23170,EFCAB11,-0.76222116,,0.4459280373861273,1.0,4
23171,ALCAM,-0.76261526,,0.44569288959595144,1.0,4
23172,PHF21A,-0.76261526,,0.44569288959595144,1.0,4
23173,AL662844.4,-0.7628123,,0.4455753421993607,1.0,4
23174,FBXL20,-0.7628123,,0.4455753421993607,1.0,4
23175,ARHGAP18,-0.76458585,,0.44451821092810506,1.0,4
23176,NOG,-0.7661623,,0.4435797412451179,1.0,4
23177,GGTA1P,-0.7661623,,0.4435797412451179,1.0,4
23178,GON7,-0.7665564,,0.44334530079083756,1.0,4
23179,COL19A1,-0.76695055,,0.4431109311532404,1.0,4
23180,PPARD,-0.76931524,,0.44170620131623917,1.0,4
23181,USP6NL,-0.7699064,,0.4413554176629162,1.0,4
23182,FCRL3,-0.77167994,,0.4403040246374179,1.0,4
23183,EPSTI1,-0.77246815,,0.4398372003312746,1.0,4
23184,IRF4,-0.7736505,,0.4391374967004281,1.0,4
23185,MCPH1-AS1,-0.77680343,,0.4372747490497577,1.0,4
23186,GPN1,-0.778774,,0.43611284523755167,1.0,4
23187,GLIPR2,-0.77956223,,0.4356485824988636,1.0,4
23188,MINK1,-0.7797593,,0.43553256137085483,1.0,4
23189,BPI,-0.7803505,,0.435184604951094,1.0,4
23190,TNFRSF13B,-0.7803505,,0.435184604951094,1.0,4
23191,BTN2A1,-0.78251815,,0.4339101381306747,1.0,4
23192,LRRC8C,-0.7842916,,0.4328689990129666,1.0,4
23193,RSBN1,-0.785474,,0.4321757101766873,1.0,4
23194,RAP1GDS1,-0.78606516,,0.4318293070709539,1.0,4
23195,VAV3,-0.78606516,,0.4318293070709539,1.0,4
23196,TKFC,-0.78645927,,0.43159846107357547,1.0,4
23197,TEX10,-0.78764164,,0.43090635238285013,1.0,4
23198,NRG1,-0.789021,,0.43009970651492235,1.0,4
23199,AC087164.1,-0.7909916,,0.4289488775438577,1.0,4
23200,LDLRAD4,-0.7941446,,0.4271112801064343,1.0,4
23201,HCAR2,-0.7945387,,0.42688190340058896,1.0,4
23202,FCGR1B,-0.7945387,,0.42688190340058896,1.0,4
23203,IFNG,-0.7945387,,0.42688190340058896,1.0,4
23204,EZH2,-0.7945387,,0.42688190340058896,1.0,4
23205,SEL1L3,-0.79788864,,0.4249351022896839,1.0,4
23206,MYLK,-0.79926807,,0.42413498830776963,1.0,4
23207,AC010632.2,-0.80084455,,0.4232216519348664,1.0,4
23208,TOR1B,-0.80281514,,0.42208160207415046,1.0,4
23209,RAMAC,-0.80320925,,0.42185380830938746,1.0,4
23210,INO80D,-0.80320925,,0.42185380830938746,1.0,4
23211,PARVB,-0.80360335,,0.4216260866431355,1.0,4
23212,ZFP82,-0.80439156,,0.42117085965630063,1.0,4
23213,ZNF667,-0.80596805,,0.4202612714147814,1.0,4
23214,LCORL,-0.80636215,,0.420034054787766,1.0,4
23215,CD1C,-0.80872685,,0.418672271616332,1.0,4
23216,AL132709.8,-0.80872685,,0.418672271616332,1.0,4
23217,LINC01355,-0.80872685,,0.418672271616332,1.0,4
23218,CDKN1A,-0.8095151,,0.41821892193551646,1.0,4
23219,SLC9A7,-0.81069744,,0.41753943966450224,1.0,4
23220,AC092068.2,-0.8112886,,0.41719994263004045,1.0,4
23221,LINC01220,-0.8114857,,0.41708681312504614,1.0,4
23222,LYPLAL1,-0.8146386,,0.41527920217593006,1.0,4
23223,EHBP1L1,-0.8156239,,0.4147152743950314,1.0,4
23224,MRPS11,-0.81601804,,0.41448983011394525,1.0,4
23225,NHSL2,-0.8225209,,0.4107804742395951,1.0,4
23226,DAB2,-0.8229151,,0.4105563002463356,1.0,4
23227,FAM198B-AS1,-0.8229151,,0.4105563002463356,1.0,4
23228,NFE2L3,-0.8244915,,0.40966033131831325,1.0,4
23229,LINGO3,-0.8256739,,0.40898911833240814,1.0,4
23230,SMAD5,-0.8256739,,0.40898911833240814,1.0,4
23231,CD72,-0.8292209,,0.4069794102124492,1.0,4
23232,TCTN1,-0.829418,,0.4068679327538032,1.0,4
23233,AP005131.1,-0.82961506,,0.40675647351394695,1.0,4
23234,GPR160,-0.8307974,,0.40608810074488344,1.0,4
23235,PLGLB2,-0.8321768,,0.4053091619177086,1.0,4
23236,ABCA1,-0.83710325,,0.4025345357110742,1.0,4
23237,MOB3B,-0.83710325,,0.4025345357110742,1.0,4
23238,OCEL1,-0.83907384,,0.401427881380812,1.0,4
23239,USP21,-0.8449856,,0.3981188932264096,1.0,4
23240,ARMC7,-0.8477444,,0.3965803394043941,1.0,4
23241,ZNF696,-0.8477444,,0.3965803394043941,1.0,4
23242,LINC02444,-0.84794146,,0.39647058019382586,1.0,4
23243,AP004609.1,-0.8512914,,0.3946074803843904,1.0,4
23244,TST,-0.8512914,,0.3946074803843904,1.0,4
23245,CLEC10A,-0.8512914,,0.3946074803843904,1.0,4
23246,LINC00662,-0.8512914,,0.3946074803843904,1.0,4
23247,TMEM164,-0.8528679,,0.3937325630466869,1.0,4
23248,AC127070.4,-0.859962,,0.3898099909088325,1.0,4
23249,MGLL,-0.8613414,,0.38905003742040634,1.0,4
23250,TPM1,-0.8646914,,0.387208193737416,1.0,4
23251,TMEM268,-0.86587375,,0.3865594029707067,1.0,4
23252,COBLL1,-0.87178546,,0.3833254116635251,1.0,4
23253,AC027290.2,-0.87533253,,0.38139299484220535,1.0,4
23254,UBN2,-0.876909,,0.38053606547672114,1.0,4
23255,ATP10A,-0.8796678,,0.3790392879358735,1.0,4
23256,LINC01970,-0.8808502,,0.3783989223199562,1.0,4
23257,ADPRM,-0.88183546,,0.3778657934881512,1.0,4
23258,RRBP1,-0.8824266,,0.3775461384291693,1.0,4
23259,UNK,-0.8832149,,0.3771201910154036,1.0,4
23260,IDNK,-0.883609,,0.37690732846703967,1.0,4
23261,MCPH1,-0.88814133,,0.3744647380076358,1.0,4
23262,MFSD13A,-0.88971776,,0.3736174408882851,1.0,4
23263,UEVLD,-0.89227957,,0.37224311617768335,1.0,4
23264,ELL2,-0.893856,,0.3713989374172325,1.0,4
23265,OLIG1,-0.893856,,0.3713989374172325,1.0,4
23266,MAN2A1,-0.89425015,,0.3711880784485482,1.0,4
23267,CDC37L1,-0.8944472,,0.37108267682695395,1.0,4
23268,TM9SF4,-0.8968119,,0.3698193065486499,1.0,4
23269,NFKBIB,-0.8991766,,0.3685586126464939,1.0,4
23270,TAF3,-0.8995707,,0.36834875729568517,1.0,4
23271,RBBP5,-0.90213245,,0.3669865109988849,1.0,4
23272,CCR1,-0.9058766,,0.3650011926095137,1.0,4
23273,TFPT,-0.9080442,,0.36385486990187077,1.0,4
23274,PTGS2,-0.9080442,,0.36385486990187077,1.0,4
23275,SERPINF1,-0.9080442,,0.36385486990187077,1.0,4
23276,PRAG1,-0.9080442,,0.36385486990187077,1.0,4
23277,ZNF567,-0.9100148,,0.36281471436374757,1.0,4
23278,VTI1B,-0.91336477,,0.3610507272695801,1.0,4
23279,TXLNA,-0.9137589,,0.3608435536153555,1.0,4
23280,AL109627.1,-0.914153,,0.3606364545565999,1.0,4
23281,PYROXD1,-0.91435003,,0.3605329330021798,1.0,4
23282,NMRAL1,-0.9147442,,0.3603259458465534,1.0,4
23283,AP001107.1,-0.9167148,,0.359292129302738,1.0,4
23284,RBM12,-0.9186853,,0.3582601786224292,1.0,4
23285,TIGIT,-0.9186853,,0.3582601786224292,1.0,4
23286,SNX4,-0.9214442,,0.3568185835219072,1.0,4
23287,GCSAM,-0.9222324,,0.35640737138273093,1.0,4
23288,SETBP1,-0.9222324,,0.35640737138273093,1.0,4
23289,ZDHHC21,-0.92242944,,0.35630461503634914,1.0,4
23290,PIK3IP1,-0.9230206,,0.3559964580589319,1.0,4
23291,ZNF395,-0.9238089,,0.35558584358848977,1.0,4
23292,DLGAP4,-0.9245971,,0.35517552800898433,1.0,4
23293,ITK,-0.92775,,0.3535372553379944,1.0,4
23294,HSDL1,-0.92814416,,0.35333280766414854,1.0,4
23295,ARL17B,-0.9283412,,0.35323061186668847,1.0,4
23296,ZCCHC7,-0.92893237,,0.3529241366387441,1.0,4
23297,ECE1,-0.93011475,,0.35231169097178305,1.0,4
23298,AL356512.1,-0.93090296,,0.3519037678248804,1.0,4
23299,ZDHHC17,-0.9326765,,0.3509870347866356,1.0,4
23300,POU2AF1,-0.93287355,,0.3508852690802401,1.0,4
23301,SEPSECS-AS1,-0.9362235,,0.34915811448861134,1.0,4
23302,HLX,-0.93642056,,0.3490566855656422,1.0,4
23303,PPP4R1L,-0.93642056,,0.3490566855656422,1.0,4
23304,WLS,-0.93642056,,0.3490566855656422,1.0,4
23305,SGMS2,-0.93642056,,0.3490566855656422,1.0,4
23306,FAM98A,-0.93642056,,0.3490566855656422,1.0,4
23307,BTLA,-0.9368147,,0.3488538838648493,1.0,4
23308,GART,-0.9397706,,0.34733525764319906,1.0,4
23309,AC009093.1,-0.944697,,0.34481357612810215,1.0,4
23310,HIVEP3,-0.94647056,,0.3439086367160692,1.0,4
23311,TRAF7,-0.94922936,,0.34250397004809696,1.0,4
23312,PARP1,-0.9502147,,0.3420031936250413,1.0,4
23313,SRC,-0.9506088,,0.34180301426858906,1.0,4
23314,RHD,-0.95198816,,0.34110297703361825,1.0,4
23315,IMPACT,-0.9541558,,0.340004774659607,1.0,4
23316,TMEM220,-0.95592934,,0.3391079331299677,1.0,4
23317,AK5,-0.9575058,,0.338312016015885,1.0,4
23318,PNOC,-0.96105283,,0.33652559212062283,1.0,4
23319,TMEM168,-0.96203816,,0.3360304420880308,1.0,4
23320,C16orf74,-0.9628264,,0.33563465982962626,1.0,4
23321,ZNF252P,-0.96361464,,0.3352391778288162,1.0,4
23322,HDAC5,-0.9638117,,0.33514035424595057,1.0,4
23323,MTIF2,-0.9653881,,0.3343504412350973,1.0,4
23324,PANTR1,-0.968147,,0.33297098406457803,1.0,4
23325,CCDC112,-0.9705117,,0.3317915207823403,1.0,4
23326,PLEK,-0.9712999,,0.33139896716389283,1.0,4
23327,RIF1,-0.97149694,,0.3313008757006356,1.0,4
23328,SDCCAG8,-0.97228515,,0.3309086976194685,1.0,4
23329,TSPYL4,-0.9732705,,0.3304188975204134,1.0,4
23330,SMIM8,-0.9758322,,0.32914761444775875,1.0,4
23331,LINC01588,-0.9764234,,0.3288546921677682,1.0,4
23332,DNAJC13,-0.97721165,,0.328464392074575,1.0,4
23333,NHLRC2,-0.97898513,,0.3275873156603285,1.0,4
23334,ZNF675,-0.98351747,,0.32535281093073365,1.0,4
23335,H2AFJ,-0.9872616,,0.3235144117442629,1.0,4
23336,FOXP1-AS1,-0.9882469,,0.32303174981518357,1.0,4
23337,DUS2,-0.9892322,,0.32254955763045445,1.0,4
23338,SNCA,-0.99317336,,0.32062548653088385,1.0,4
23339,RNF138,-0.99356747,,0.3204334928263656,1.0,4
23340,CCDC93,-0.9939616,,0.32024157428826083,1.0,4
23341,ATXN7L3B,-0.99455273,,0.31995383741893313,1.0,4
23342,NSUN5P1,-0.99829686,,0.3181354314415996,1.0,4
23343,RNASEH2B-AS1,-1.0002674,,0.31718110054141146,1.0,4
23344,RHBDD2,-1.0047997,,0.31499327115819375,1.0,4
23345,FBXO33,-1.0059822,,0.31442416797092976,1.0,4
23346,ITGB2-AS1,-1.0059822,,0.31442416797092976,1.0,4
23347,RPS6KA4,-1.0069674,,0.31395043208725615,1.0,4
23348,CLECL1,-1.0073615,,0.31376106927444114,1.0,4
23349,GBGT1,-1.0073615,,0.31376106927444114,1.0,4
23350,CPNE5,-1.0073615,,0.31376106927444114,1.0,4
23351,SLC25A42,-1.0073615,,0.31376106927444114,1.0,4
23352,COMMD5,-1.0079527,,0.3134771659903304,1.0,4
23353,ACYP2,-1.0081497,,0.31338256914476526,1.0,4
23354,TPM4,-1.0083468,,0.31328799109033856,1.0,4
23355,PPFIA1,-1.0087409,,0.31309889135465496,1.0,4
23356,LGALS3,-1.0113027,,0.31187157516571107,1.0,4
23357,DIS3,-1.0116968,,0.3116830391446733,1.0,4
23358,AFF3,-1.0120909,,0.31149457828292204,1.0,4
23359,ADGRE2,-1.0140616,,0.310553401338139,1.0,4
23360,SNHG20,-1.0172144,,0.3090514262250518,1.0,4
23361,MAGEF1,-1.0176085,,0.3088640175092793,1.0,4
23362,DDIT3,-1.0178056,,0.3087703413313436,1.0,4
23363,P2RY10,-1.0178056,,0.3087703413313436,1.0,4
23364,FPR2,-1.0215497,,0.30699406322139755,1.0,4
23365,EIF1B-AS1,-1.0215497,,0.30699406322139755,1.0,4
23366,SH2B2,-1.0247027,,0.3055035095514862,1.0,4
23367,LINC01003,-1.026082,,0.30485290423412637,1.0,4
23368,FCGR2B,-1.0282497,,0.303832383614984,1.0,4
23369,RNASEK,-1.0300232,,0.30299910218830484,1.0,4
23370,FCRL5,-1.0300232,,0.30299910218830484,1.0,4
23371,FCRL2,-1.0314026,,0.30235204585428266,1.0,4
23372,PTGIR,-1.0329791,,0.3016136793391304,1.0,4
23373,CYB5RL,-1.0353438,,0.30050838218731646,1.0,4
23374,TTLL4,-1.0357379,,0.30032442877582044,1.0,4
23375,IQCN,-1.036329,,0.3000486394229823,1.0,4
23376,ACVR2A,-1.0373144,,0.29958936585580553,1.0,4
23377,CDCA7L,-1.0377085,,0.2994057877966778,1.0,4
23378,AC023157.3,-1.0381026,,0.2992222848015753,1.0,4
23379,AC002558.3,-1.0475614,,0.2948407260676158,1.0,4
23380,PTP4A3,-1.0499262,,0.2937520879954111,1.0,4
23381,TMEM52B,-1.0499262,,0.2937520879954111,1.0,4
23382,NELL2,-1.0511085,,0.29320878130036476,1.0,4
23383,AC139795.2,-1.0518967,,0.29284695172511577,1.0,4
23384,BLZF1,-1.0526849,,0.29248542203269934,1.0,4
23385,GGA3,-1.0532761,,0.2922144715470082,1.0,4
23386,ZFP36L1,-1.0536702,,0.29203393159065494,1.0,4
23387,EYA3,-1.0572172,,0.29041244467307537,1.0,4
23388,U2AF1,-1.0580055,,0.29005293854161773,1.0,4
23389,HLA-DOA,-1.0582025,,0.28996310883585963,1.0,4
23390,AP001330.1,-1.059582,,0.2893348253123116,1.0,4
23391,FBRS,-1.059779,,0.2892451454348417,1.0,4
23392,HIP1R,-1.0605673,,0.288886613186901,1.0,4
23393,GZMB,-1.0641143,,0.2872769251937779,1.0,4
23394,PNMA1,-1.0641143,,0.2872769251937779,1.0,4
23395,FAM30A,-1.0641143,,0.2872769251937779,1.0,4
23396,PKIG,-1.0686467,,0.28522892626350993,1.0,4
23397,EPM2A,-1.0716025,,0.28389860634312414,1.0,4
23398,SMG9,-1.0716025,,0.28389860634312414,1.0,4
23399,CHI3L2,-1.0741643,,0.28274906558863555,1.0,4
23400,ATF3,-1.0747554,,0.2824842355958591,1.0,4
23401,FNDC3B,-1.0759377,,0.28195508022916527,1.0,4
23402,U3-43,-1.0790907,,0.28054728782689187,1.0,4
23403,STAP1,-1.080076,,0.2801083334085104,1.0,4
23404,PITPNM1,-1.0810612,,0.2796698458721685,1.0,4
23405,PISD,-1.083426,,0.27861938023493293,1.0,4
23406,KCTD13,-1.0881554,,0.27652651139225337,1.0,4
23407,UGCG,-1.0909142,,0.27531063291254243,1.0,4
23408,RLIM,-1.0913084,,0.27513723430063897,1.0,4
23409,ANXA4,-1.0985994,,0.27194280379514424,1.0,4
23410,IFITM3,-1.107073,,0.2682623745640682,1.0,4
23411,EIF1AD,-1.11062,,0.26673193638048676,1.0,4
23412,OSBPL10,-1.1112112,,0.26647744847442734,1.0,4
23413,CCDC14,-1.1204729,,0.26251227656739984,1.0,4
23414,ARRDC2,-1.1210641,,0.2622605712512033,1.0,4
23415,EIF2AK1,-1.1214583,,0.26209286035351087,1.0,4
23416,PPIF,-1.1232318,,0.26133907831971714,1.0,4
23417,TRIP4,-1.1340699,,0.2567652038705516,1.0,4
23418,CCL3,-1.1350553,,0.2563521700199908,1.0,4
23419,METTL8,-1.137617,,0.2552804422979186,1.0,4
23420,CSRP1,-1.1460905,,0.2517577043151873,1.0,4
23421,GSTO1,-1.1462876,,0.2516761855595344,1.0,4
23422,JCHAIN,-1.1553522,,0.24794620963263714,1.0,4
23423,FHIT,-1.161264,,0.24553455873657026,1.0,4
23424,COPS7A,-1.161461,,0.24545445469343063,1.0,4
23425,AP3M2,-1.1620523,,0.2452142525501616,1.0,4
23426,RPRD1A,-1.1636287,,0.2445745198748288,1.0,4
23427,EBF1,-1.1659933,,0.24361711905337402,1.0,4
23428,LST1,-1.167964,,0.2428212988278663,1.0,4
23429,WRNIP1,-1.1693434,,0.2422653133063002,1.0,4
23430,PEBP1P3,-1.1740727,,0.24036587774045404,1.0,4
23431,INSIG1,-1.1742698,,0.2402869629510027,1.0,4
23432,SEC16A,-1.1768316,,0.23926273180863455,1.0,4
23433,TRABD2A,-1.1780139,,0.23879104978043875,1.0,4
23434,PGRMC1,-1.1786051,,0.23855545497454356,1.0,4
23435,RABEP1,-1.1788021,,0.23847695983998074,1.0,4
23436,SPIB,-1.1878668,,0.23488587267940608,1.0,4
23437,CLEC1B,-1.191808,,0.2333365335248332,1.0,4
23438,FCRLA,-1.1959462,,0.23171754117562482,1.0,4
23439,TSHZ2,-1.1969315,,0.23133324532020527,1.0,4
23440,C3orf38,-1.2004786,,0.22995352944566383,1.0,4
23441,ALOX12-AS1,-1.2028433,,0.22903697630597786,1.0,4
23442,SPINT2,-1.2036315,,0.22873203721759916,1.0,4
23443,BBC3,-1.2067845,,0.22751517172415725,1.0,4
23444,LINC02397,-1.2069815,,0.22743927112828788,1.0,4
23445,ZNF33A,-1.2166374,,0.2237422271197419,1.0,4
23446,WDR37,-1.219002,,0.22284341669639018,1.0,4
23447,ETFBKMT,-1.2209727,,0.22209638441226098,1.0,4
23448,ZNF264,-1.2211697,,0.22202177994433292,1.0,4
23449,NACC1,-1.225308,,0.2204592305460964,1.0,4
23450,GCNT1,-1.2278696,,0.2194958993717585,1.0,4
23451,SNRNP25,-1.2296432,,0.21883075025751242,1.0,4
23452,AC024568.1,-1.2343726,,0.21706410025642575,1.0,4
23453,HECTD4,-1.2355549,,0.2166240453366285,1.0,4
23454,AKAP8,-1.2398902,,0.2150160041466157,1.0,4
23455,IKBIP,-1.2434373,,0.2137067467234497,1.0,4
23456,FBN2,-1.2485608,,0.211825766819559,1.0,4
23457,IGLC2,-1.2485608,,0.211825766819559,1.0,4
23458,CWC22,-1.2580196,,0.20838467946759343,1.0,4
23459,EXOC6,-1.2603843,,0.20753077456597013,1.0,4
23460,RCAN3,-1.2603843,,0.20753077456597013,1.0,4
23461,ARRDC4,-1.262749,,0.2066794108770098,1.0,4
23462,AC007952.2,-1.262749,,0.2066794108770098,1.0,4
23463,ENDOV,-1.2639313,,0.20625468110801082,1.0,4
23464,AC008533.1,-1.2722077,,0.20329931162614012,1.0,4
23465,TSPAN33,-1.2759519,,0.20197253533297554,1.0,4
23466,DAAM1,-1.2767401,,0.20169402013601612,1.0,4
23467,AC025171.2,-1.2791048,,0.20086015499592236,1.0,4
23468,RARS2,-1.2791048,,0.20086015499592236,1.0,4
23469,ZNF516,-1.2804842,,0.2003748968551572,1.0,4
23470,TRIM24,-1.2863959,,0.19830491134014172,1.0,4
23471,ERC1,-1.2891548,,0.1973442877632039,1.0,4
23472,ARHGEF40,-1.29349,,0.19584162501433056,1.0,4
23473,AC005261.1,-1.3047223,,0.19198740398423364,1.0,4
23474,BLNK,-1.3053136,,0.19178610643580996,1.0,4
23475,AP000873.2,-1.3110282,,0.18984822802594647,1.0,4
23476,MTF1,-1.3129988,,0.18918335023136912,1.0,4
23477,CSRNP1,-1.3135899,,0.1889842220000414,1.0,4
23478,PEA15,-1.3151665,,0.1884539689469209,1.0,4
23479,FADS1,-1.3151665,,0.1884539689469209,1.0,4
23480,VIM-AS1,-1.317137,,0.1877926969210969,1.0,4
23481,FAM126A,-1.3179252,,0.18752866817080627,1.0,4
23482,TSPAN4,-1.3183193,,0.18739675660536426,1.0,4
23483,DYSF,-1.3195018,,0.18700143296649185,1.0,4
23484,CD19,-1.3195018,,0.18700143296649185,1.0,4
23485,TLR5,-1.3195018,,0.18700143296649185,1.0,4
